,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
468,469,Johnathan Motley,LAC,25,13,8,5,3.2,2.2,            0.8,            1.2,73.3,            0.1,            0.1,100,0.4,0.5,71.4,            0.2,            0.5,            0.8,            0.6,            0.4,            0.2,            0.0,            0.5,            4.3          ,0,0,0.2
469,470,Khyri Thomas,DET,24,8,2,6,7.7,2.1,            0.6,            2.1,29.4,            0.6,            1.8,35.7,0.3,0.5,50.0,            0.1,            0.0,            0.1,            0.4,            0.4,            0.4,            0.0,            1.1,            3.6          ,0,0,-4.5
470,471,Melvin Frazier Jr.,ORL,23,19,6,13,6.6,2.1,            0.8,            1.8,44.1,            0.4,            0.8,50.0,0.1,0.2,50.0,            0.1,            0.4,            0.5,            0.2,            0.3,            0.5,            0.1,            0.6,            4.4          ,0,0,-2.1
471,472,Wenyen Gabriel,POR,23,30,10,20,7.8,2.1,            0.7,            1.6,43.8,            0.2,            0.7,30.0,0.5,0.7,68.2,            0.7,            1.0,            1.7,            0.3,            0.5,            0.4,            0.2,            1.3,            5.8          ,0,0,-1.5
472,473,Michael Frazier,HOU,26,13,7,6,11.1,2.1,            0.5,            2.2,24.1,            0.3,            1.8,17.4,0.7,1.1,64.3,            0.1,            0.7,            0.8,            0.2,            0.4,            0.2,            0.0,            1.7,            3.3          ,0,0,-4.5
473,474,Derrick Walton Jr.,DET,25,26,15,11,9.6,2.0,            0.7,            1.5,46.2,            0.4,            0.9,41.7,0.3,0.3,77.8,            0.1,            0.5,            0.6,            1.0,            0.2,            0.3,            0.0,            0.8,            5.0          ,0,0,-0.3
474,475,Alize Johnson,IND,24,17,10,7,6.9,2.0,            0.7,            1.7,41.4,            0.2,            0.5,37.5,0.4,0.6,70.0,            0.9,            1.9,            2.8,            0.4,            0.4,            0.2,            0.1,            0.7,            6.5          ,1,0,1.5
475,475,Charles Brown Jr.,ATL,23,10,1,9,4.0,2.0,            0.6,            1.9,31.6,            0.3,            0.9,33.3,0.5,0.5,100,            0.2,            0.2,            0.4,            0.2,            0.3,            0.2,            0.2,            0.3,            3.7          ,0,0,2.8
476,475,Jalen Lecque,PHX,20,5,2,3,6.3,2.0,            0.8,            2.0,40.0,            0.0,            0.8,0.0,0.4,0.4,100,            0.0,            0.4,            0.4,            0.4,            0.4,            0.0,            0.0,            0.6,            2.7          ,0,0,-4.0
477,475,Josh Reaves,DAL,23,4,2,2,7.1,2.0,            0.8,            2.3,33.3,            0.0,            0.5,0.0,0.5,0.5,100,            0.3,            0.5,            0.8,            0.8,            0.0,            0.0,            0.0,            1.3,            4.0          ,0,0,1.3
478,475,Louis King,DET,21,10,3,7,6.2,2.0,            0.8,            2.1,38.1,            0.4,            1.1,36.4,0.0,0.3,0.0,            0.1,            0.9,            1.0,            0.5,            0.2,            0.2,            0.0,            1.0,            4.4          ,0,0,1.9
479,475,Malik Newman,CLE,23,1,0,1,3.7,2.0,            0.0,            2.0,0.0,            0.0,            1.0,0.0,2.0,2.0,100,            0.0,            0.0,            0.0,            0.0,            1.0,            0.0,            0.0,            0.0,            1.0          ,0,0,-3.0
480,475,Yuta Watanabe,MEM,25,18,9,9,5.8,2.0,            0.8,            1.9,44.1,            0.2,            0.4,37.5,0.2,0.4,37.5,            0.4,            0.7,            1.1,            0.3,            0.1,            0.3,            0.1,            0.5,            4.6          ,0,0,0.6
481,475,Zach Norvell Jr.,GSW,22,5,2,3,8.2,2.0,            0.6,            2.4,25.0,            0.6,            1.6,37.5,0.2,0.2,100,            0.0,            1.2,            1.2,            0.6,            0.6,            0.4,            0.0,            0.8,            4.9          ,0,0,-5.4
482,483,Oshae Brissett,TOR,22,19,15,4,7.1,1.9,            0.7,            1.9,36.1,            0.2,            0.8,20.0,0.4,0.5,80.0,            0.5,            0.9,            1.4,            0.4,            0.4,            0.2,            0.1,            0.9,            4.6          ,0,0,1.8
483,484,Ignas Brazdeikis,NYK,21,9,1,8,5.9,1.9,            0.7,            2.4,27.3,            0.1,            1.0,11.1,0.4,0.6,80.0,            0.2,            0.3,            0.6,            0.4,            0.2,            0.0,            0.1,            0.3,            3.3          ,0,0,-1.3
484,485,Vic Law,ORL,24,8,2,6,7.7,1.9,            0.8,            2.3,33.3,            0.1,            0.9,14.3,0.3,0.8,33.3,            0.3,            1.1,            1.4,            0.4,            0.3,            0.3,            0.0,            0.8,            4.6          ,0,0,-0.9
485,486,Vincent Poirier,BOS,26,22,18,4,5.9,1.9,            0.8,            1.6,47.2,            0.0,            0.1,50.0,0.3,0.3,85.7,            0.6,            1.4,            2.0,            0.4,            0.4,            0.1,            0.4,            1.1,            5.9          ,0,0,-0.9
486,487,Ed Davis,UTA,31,28,16,12,10.8,1.8,            0.8,            1.6,47.8,            0.0,            0.0,0.0,0.3,0.5,50.0,            1.3,            2.5,            3.8,            0.4,            0.5,            0.4,            0.3,            2.2,            8.6          ,0,0,-3.9
487,488,Devon Hall,OKC,24,11,6,5,7.3,1.8,            0.5,            2.7,20.0,            0.4,            1.5,23.5,0.4,0.7,50.0,            0.2,            0.5,            0.6,            1.2,            0.5,            0.4,            0.1,            0.5,            5.3          ,0,0,0.8
488,489,Justin Patton,DET,23,5,2,3,4.8,1.8,            0.8,            2.0,40.0,            0.2,            0.8,25.0,0.0,0.0,0.0,            0.2,            0.8,            1.0,            0.4,            0.4,            0.0,            0.0,            0.8,            3.2          ,0,0,-3.2
489,490,Tyler Cook,DEN,22,13,3,10,4.2,1.8,            0.6,            0.9,66.7,            0.0,            0.0,0.0,0.5,0.6,87.5,            0.5,            0.6,            1.1,            0.1,            0.2,            0.2,            0.0,            0.4,            3.6          ,0,0,-1.3
490,491,Juwan Morgan,UTA,23,21,12,9,6.4,1.7,            0.7,            1.2,57.7,            0.1,            0.4,37.5,0.1,0.2,75.0,            0.5,            0.9,            1.4,            0.3,            0.3,            0.0,            0.1,            0.9,            3.9          ,0,0,1.4
491,492,Kevin Hervey,OKC,23,10,3,7,5.2,1.7,            0.7,            2.7,25.9,            0.3,            2.0,15.0,0.0,0.0,0.0,            0.1,            1.1,            1.2,            0.5,            0.0,            0.1,            0.1,            0.4,            4.5          ,0,0,-3.4
492,493,Chasson Randle,GSW,27,3,2,1,13.5,1.7,            0.0,            1.3,0.0,            0.0,            0.7,0.0,1.7,2.0,83.3,            0.0,            0.7,            0.7,            1.7,            0.0,            0.7,            0.0,            1.0,            7.0          ,0,0,-1.3
493,493,Dean Wade,CLE,23,12,1,11,6.0,1.7,            0.8,            1.1,69.2,            0.2,            0.3,50.0,0.0,0.1,0.0,            0.3,            1.3,            1.6,            0.2,            0.3,            0.2,            0.3,            0.7,            5.1          ,0,0,-0.8
494,493,Luc Mbah a Moute,HOU,33,3,1,2,8.2,1.7,            0.7,            1.7,40.0,            0.0,            0.7,0.0,0.3,0.7,50.0,            0.3,            0.3,            0.7,            0.0,            0.3,            0.7,            0.0,            0.0,            4.1          ,0,0,-2.3
495,496,Jared Dudley,LAL,34,45,30,15,8.1,1.5,            0.5,            1.3,40.0,            0.4,            0.9,42.9,0.0,0.0,100,            0.1,            1.0,            1.2,            0.6,            0.2,            0.3,            0.1,            0.9,            4.9          ,0,0,0.4
496,497,Josh Magette,ORL,30,8,3,5,4.7,1.5,            0.6,            1.9,33.3,            0.1,            0.5,25.0,0.1,0.3,50.0,            0.1,            0.6,            0.8,            0.6,            0.6,            0.4,            0.1,            0.5,            4.2          ,0,0,0.1
497,498,Justin Robinson,WAS,22,9,2,7,5.4,1.4,            0.6,            1.3,41.7,            0.3,            0.6,60.0,0.0,0.0,0.0,            0.1,            0.4,            0.6,            0.8,            0.3,            0.0,            0.1,            0.2,            3.3          ,0,0,3.4
498,499,Jonah Bolden,PHX,24,7,6,1,6.7,1.4,            0.6,            1.6,36.4,            0.0,            0.6,0.0,0.3,0.6,50.0,            0.4,            0.9,            1.3,            0.0,            0.3,            0.4,            0.3,            1.4,            4.8          ,0,0,0.1
499,500,KZ Okpala,MIA,21,5,2,3,5.2,1.4,            0.6,            1.0,60.0,            0.0,            0.2,0.0,0.2,0.4,50.0,            0.2,            0.8,            1.0,            0.2,            0.2,            0.4,            0.2,            0.4,            4.5          ,0,0,-3.0
500,500,Kostas Antetokounmpo,LAL,22,5,3,2,4.0,1.4,            0.6,            0.6,100,            0.0,            0.0,0.0,0.2,0.4,50.0,            0.4,            0.2,            0.6,            0.4,            0.2,            0.0,            0.0,            0.4,            2.5          ,0,0,1.4
501,500,Nigel Williams-Goss,UTA,25,10,6,4,5.0,1.4,            0.5,            1.6,31.3,            0.2,            0.7,28.6,0.2,0.2,100,            0.2,            0.4,            0.6,            0.6,            0.3,            0.3,            0.1,            0.6,            3.9          ,0,0,0.3
502,503,Kyle Guy,SAC,22,3,2,1,3.2,1.3,            0.7,            1.7,40.0,            0.0,            1.0,0.0,0.0,0.0,0.0,            0.0,            0.3,            0.3,            0.3,            0.0,            0.0,            0.0,            0.3,            2.2          ,0,0,-3.7
503,503,Tariq Owens,PHX,25,3,0,3,5.1,1.3,            0.3,            1.7,20.0,            0.0,            0.7,0.0,0.7,0.7,100,            0.7,            0.3,            1.0,            0.0,            0.0,            0.3,            0.0,            0.3,            3.5          ,0,0,-5.3
504,505,Tyson Chandler,HOU,37,26,15,11,8.4,1.3,            0.5,            0.7,77.8,            0.0,            0.0,0.0,0.2,0.5,46.2,            1.0,            1.6,            2.5,            0.2,            0.3,            0.2,            0.3,            1.2,            6.0          ,0,0,1.2
505,506,Malcolm Miller,TOR,27,28,24,4,5.8,1.3,            0.4,            1.0,41.4,            0.3,            0.8,36.4,0.1,0.3,37.5,            0.1,            0.5,            0.6,            0.4,            0.1,            0.2,            0.1,            0.6,            3.1          ,0,0,2.1
506,507,Moses Brown,POR,20,9,4,5,3.6,1.2,            0.4,            1.1,40.0,            0.0,            0.0,0.0,0.3,0.9,37.5,            0.3,            1.2,            1.6,            0.1,            0.3,            0.1,            0.1,            0.8,            3.6          ,0,0,-3.7
507,508,Vlatko Cancar,DEN,23,14,7,7,3.2,1.2,            0.4,            1.1,40.0,            0.1,            0.4,16.7,0.3,0.3,100,            0.4,            0.4,            0.7,            0.2,            0.2,            0.1,            0.1,            0.5,            2.6          ,0,0,-0.6
508,509,Jordan Bone,DET,22,10,3,7,5.3,1.2,            0.5,            2.0,25.0,            0.2,            1.0,20.0,0.0,0.0,0.0,            0.0,            0.4,            0.4,            0.8,            0.2,            0.1,            0.0,            0.6,            3.0          ,0,0,0.0
509,510,Zhaire Smith,PHI,21,7,3,4,4.6,1.1,            0.4,            1.6,27.3,            0.0,            0.4,0.0,0.3,0.6,50.0,            0.0,            0.3,            0.3,            0.3,            0.3,            0.4,            0.0,            0.6,            2.9          ,0,0,-1.4
510,511,Jarred Vanderbilt,MIN,21,11,6,5,4.2,1.1,            0.5,            0.7,62.5,            0.0,            0.1,0.0,0.2,0.2,100,            0.3,            0.5,            0.8,            0.2,            0.6,            0.3,            0.1,            0.5,            2.8          ,0,0,-2.5
511,511,Quinndary Weatherspoon,SAS,23,11,5,6,7.1,1.1,            0.5,            1.5,29.4,            0.1,            0.5,20.0,0.1,0.2,50.0,            0.1,            0.5,            0.6,            1.0,            0.5,            0.3,            0.1,            0.7,            4.0          ,0,0,-2.1
512,513,Antonius Cleveland,DAL,26,11,6,5,4.2,1.0,            0.4,            1.3,28.6,            0.0,            0.3,0.0,0.3,0.5,60.0,            0.2,            0.5,            0.6,            0.1,            0.2,            0.1,            0.3,            0.7,            2.8          ,0,0,-1.1
513,513,Brian Bowen II,IND,21,6,5,1,5.2,1.0,            0.5,            1.7,30.0,            0.0,            0.3,0.0,0.0,0.0,0.0,            0.2,            1.0,            1.2,            0.0,            0.2,            0.0,            0.2,            0.5,            2.7          ,0,0,2.2
514,513,Corey Brewer,SAC,34,5,2,3,6.5,1.0,            0.4,            0.8,50.0,            0.0,            0.2,0.0,0.2,0.6,33.3,            0.4,            1.2,            1.6,            0.4,            0.4,            0.8,            0.0,            1.4,            5.5          ,0,0,1.0
515,513,Josh Gray,NOP,26,2,1,1,11.4,1.0,            0.5,            1.0,50.0,            0.0,            0.0,0.0,0.0,0.0,0.0,            0.5,            0.5,            1.0,            1.0,            2.5,            0.0,            0.0,            0.5,            1.2          ,0,0,-3.5
516,513,Kyle Alexander,MIA,23,2,0,2,6.7,1.0,            0.5,            1.0,50.0,            0.0,            0.0,0.0,0.0,0.0,0.0,            1.0,            0.5,            1.5,            0.0,            0.5,            0.0,            0.0,            0.5,            2.3          ,0,0,-1.5
517,513,Tyler Zeller,SAS,30,2,1,1,1.9,1.0,            0.5,            2.0,25.0,            0.0,            0.0,0.0,0.0,0.0,0.0,            1.5,            0.5,            2.0,            0.0,            0.0,            0.0,            0.0,            0.0,            3.4          ,0,0,1.5
518,519,Amile Jefferson,ORL,27,18,5,13,4.1,0.8,            0.3,            0.8,35.7,            0.0,            0.0,0.0,0.3,0.8,35.7,            0.6,            0.7,            1.3,            0.2,            0.2,            0.1,            0.2,            0.4,            3.2          ,0,0,1.0
519,520,Daryl Macon,MIA,24,4,4,0,3.5,0.8,            0.3,            0.8,33.3,            0.3,            0.5,50.0,0.0,0.0,0.0,            0.0,            0.0,            0.0,            0.3,            0.5,            0.0,            0.0,            0.3,            0.6          ,0,0,0.0
520,521,Jared Harper,NYK,22,3,1,2,2.6,0.7,            0.3,            1.3,25.0,            0.0,            0.7,0.0,0.0,0.0,0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.7          ,0,0,-3.7
521,522,Joe Chealey,CHA,24,4,1,3,8.4,0.5,            0.0,            1.8,0.0,            0.0,            1.0,0.0,0.5,0.5,100,            0.0,            0.0,            0.0,            0.3,            0.5,            1.0,            0.0,            0.5,            3.4          ,0,0,-4.5
522,522,Matt Mooney,CLE,23,4,0,4,4.7,0.5,            0.3,            1.0,25.0,            0.0,            0.5,0.0,0.0,0.0,0.0,            0.0,            0.8,            0.8,            0.3,            0.0,            0.5,            0.3,            0.3,            4.0          ,0,0,1.8
523,524,Henry Ellenson,BKN,23,5,2,3,3.0,0.4,            0.2,            1.4,14.3,            0.0,            0.8,0.0,0.0,0.0,0.0,            0.4,            0.8,            1.2,            0.2,            0.0,            0.0,            0.0,            0.2,            2.1          ,0,0,2.4
524,525,Isaiah Roby,OKC,22,3,2,1,3.8,0.0,            0.0,            0.3,0.0,            0.0,            0.0,0.0,0.0,0.0,0.0,            0.0,            0.7,            0.7,            0.0,            0.3,            0.0,            0.0,            0.3,            0.5          ,0,0,-1.3
525,525,J.P. Macura,CLE,25,1,1,0,0.6,0.0,            0.0,            0.0,0.0,            0.0,            0.0,0.0,0.0,0.0,0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0          ,0,0,3.0
526,525,Marques Bolden,CLE,22,1,0,1,2.8,0.0,            0.0,            0.0,0.0,            0.0,            0.0,0.0,0.0,0.0,0.0,            0.0,            2.0,            2.0,            0.0,            0.0,            1.0,            0.0,            1.0,            5.4          ,0,0,4.0
527,525,Stanton Kidd,UTA,28,4,3,1,3.8,0.0,            0.0,            0.8,0.0,            0.0,            0.3,0.0,0.0,0.0,0.0,            0.0,            0.8,            0.8,            0.3,            0.5,            0.0,            0.0,            0.8,            0.8          ,0,0,-0.3
528,525,William Howard,HOU,26,2,1,1,6.6,0.0,            0.0,            2.0,0.0,            0.0,            2.0,0.0,0.0,0.0,0.0,            0.0,            1.0,            1.0,            0.5,            0.5,            0.0,            0.0,            0.5,            1.5          ,0,0,-8.0
529,1,James Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2,Bradley Beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,3,Damian Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,4,Trae Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,5,Giannis Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,6,Luka Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,7,Kyrie Irving,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,8,Russell Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,9,Kawhi Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,10,Devin Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,11,Karl-Anthony Towns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,12,Anthony Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,13,Zach LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,14,LeBron James,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,15,Donovan Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,16,Brandon Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,17,Jayson Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,18,D'Angelo Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,19,Joel Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,20,Pascal Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,21,Zion Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,22,CJ McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,23,DeMar DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,24,Andrew Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,25,John Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,26,Paul George,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,27,De'Aaron Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,28,Khris Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,29,Stephen Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,30,Collin Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,31,Spencer Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,32,Kemba Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,33,Kristaps Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,34,Jaylen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,35,Bojan Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,36,Jimmy Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,37,Nikola Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,38,T.J. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,39,Tobias Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,40,Nikola Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,41,Julius Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,42,Kyle Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,43,Buddy Hield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,44,Jrue Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,45,Shai Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,46,Dennis Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,47,LaMarcus Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,48,Caris LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,49,Danilo Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,50,Kelly Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,51,Montrezl Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,52,Domantas Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,52,Evan Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,54,Jamal Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,55,Lou Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,56,Devonte' Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,57,Deandre Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,58,Derrick Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,59,Terry Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,60,Ja Morant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,61,Andre Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,62,Fred VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,63,Jusuf Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,63,Kevin Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,65,Chris Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,66,Gordon Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,67,Jaren Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,68,Marcus Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,69,Malcolm Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,70,Ben Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,71,Dillon Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,72,Goran Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,73,Norman Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,74,Bam Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,75,Tim Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,76,Luke Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,77,Hassan Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,78,Blake Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,79,Davis Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,80,Carmelo Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,81,Serge Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,82,Kendrick Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,83,JJ Redick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,84,Jordan Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,85,Bogdan Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,86,Rudy Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,87,Will Barton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,88,Alec Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,89,Eric Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,90,Jonas Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,91,Lauri Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,92,Terrence Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,93,Harrison Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,94,Victor Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,95,Joe Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,96,Eric Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,97,Aaron Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,98,Mike Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,99,RJ Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,100,Marvin Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,101,Jabari Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,102,Eric Paschall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,103,Clint Capela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,104,Josh Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,105,Rui Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,106,Tyler Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,107,Duncan Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,108,Thomas Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,109,Coby White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,110,Christian Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,111,Ricky Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,112,Miles Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,113,Marcus Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,114,Kyle Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,115,Damion Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,116,Jeremy Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,117,Robert Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,118,Seth Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,119,De'Andre Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,120,Darius Garland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,121,Richaun Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,122,P.J. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,123,Kevin Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,124,Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,125,Markelle Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,126,Myles Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,127,Taurean Prince,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,128,Brandon Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,129,Tristan Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,130,Jerami Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,131,Brook Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,132,Reggie Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,133,Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,134,Al Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,135,Jonathan Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,136,Lonzo Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,137,Glenn Robinson III,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,138,Patty Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,139,Paul Millsap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,140,Nemanja Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,141,Jordan McRae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,142,Aron Baynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,143,Justise Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,144,Wendell Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,145,Derrick White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,146,Bryn Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,147,Malik Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,148,Dion Waiters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,149,Jarrett Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,150,Cody Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
